Title,Publish Date,Duration,Tags,Category,Guest Name,View Counts,Like Counts,Count Date
Joe Rogan Experience #1128 - Ryan Sickler,2018-06-07T00:19:42Z,9478.0,"['Joe Rogan Experience', 'podcast', 'JRE #1128', '1128', 'Ryan Sickler', 'Crabfeast', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'animals', 'Ultimate Fighting Championship']",22,Ryan Sickler,1250492,12204,2018-06-07T00:19:42Z
JRE MMA Show #30 with Sean O'Malley & Tim Welch,2018-06-06T03:07:02Z,12746.0,"['Joe Rogan Experience', 'podcast', 'JRE MMA Show #30', 'MMA Show', '#30', 'JRE', 'Joe Rogan', ""Sean O'Malley"", 'Suga Sean', 'Tim Welch', 'FortNite', 'Twitch', 'mma', 'UFC', 'Ultimate Fighting Championship', 'Optic Gaming', 'comedy', 'comedian', 'jokes', 'stand up', 'Conor McGregor']",22,,2354859,21106,2018-06-06T03:07:02Z
Joe Rogan Experience #1127 - Jesse Itzler,2018-06-06T02:05:42Z,6431.0,"['Joe Rogan Experience', 'podcast', 'Joe Rogan', 'JRE #1127', 'Jesse Itzler', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'David Goggins', 'monks', 'author', 'ZICO', 'Atlanta Hawks', 'Ultimate Fighting Championship', 'running', 'ultra marathon', '100 mile run']",22,Jesse Itzler,979545,13153,2018-06-06T02:05:42Z
Joe Rogan Experience #1126 - Erik Griffin,2018-06-04T22:35:05Z,10147.0,"['Joe Rogan Experience', 'podcast', 'JRE #1126', '1126', 'Erik Griffin', 'Joe Rogan', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Erik Griffin,1021162,10973,2018-06-04T22:35:05Z
Joe Rogan Experience #1125 - Candace Owens,2018-06-01T00:16:40Z,9065.0,"['Joe Rogan Experience', 'JRE #1125', 'Candace Owens', 'Joe Rogan', 'Donlad Trump', 'Roseanne', 'comedy', 'comedian', 'jokes', 'stand up', 'climate change', 'funny', 'UFC', 'MMA', 'Ultimate Fighting Championship']",22,Candace Owens,3052661,45285,2018-06-01T00:16:40Z
Joe Rogan Experience #1124 - Robert Schoch,2018-05-31T23:45:35Z,10483.0,"['Joe Rogan Experience', 'podcast', 'JRE #1124', '1124', 'Robert Schoch', 'Egypt', 'pyramids', 'Sphinx', 'water', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Robert Schoch,5002962,52594,2018-05-31T23:45:35Z
Joe Rogan Experience #1123 - Kevin Smith,2018-05-31T04:58:35Z,11571.0,"['Joe Rogan Experience', 'podcast', 'JRE #1123', 'JRE', 'Kevin Smith', 'Clerks', 'Jat & Silent Bob', 'Mall Rats', 'Dogma', 'Tusk', 'Comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Kevin Smith,2461650,35399,2018-05-31T04:58:35Z
Joe Rogan Experience #1122 - Donnie Vincent,2018-05-29T23:09:01Z,9369.0,"['Joe Rogan Experience', 'podcast', 'JRE #1122', '1122', 'Joe Rogan', 'Donnie Vincent', 'hunting', 'conservation', 'archery', 'bow', 'arrow', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Donnie Vincent,1286102,14059,2018-05-29T23:09:01Z
JRE MMA Show #29 with Cat Zingano,2018-05-28T22:43:25Z,9125.0,"['Joe Rogan Experience', 'podcast', 'JRE', 'JRE MMA Show', 'MMA Show', 'UFC', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'Joe Rogan', 'Cat Zingano', 'Ronda Rousey', 'Holly Holm', 'Anamda Nunes']",22,,715971,9114,2018-05-28T22:43:25Z
"Joe Rogan Experience - Fight Companion - May 27, 2018",2018-05-27T21:32:20Z,11740.0,"['Joe Rogan Experience', 'Fight Companion', 'UFC', 'mma', 'Joe Rogan', 'Brendan Schaub', 'Eddie Bravo', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'Wonderboy', 'Darren Till', 'Liverpool']",22,"May 27, 2018",1355566,11817,2018-05-27T21:32:20Z
Joe Rogan Experience #1121 - Michael Pollan,2018-05-24T22:01:26Z,5107.0,"['Joe Rogan Experience', 'podcast', 'JRE #1121', '1121', 'Joe Rogan', 'Michael Pollan', 'How To Change Your MInd', 'psychedelics', 'mushrooms', 'LSD', 'comedy', 'comedian', 'writer', 'author', 'jokes', 'funny', 'stand up', 'Journalism', 'journalist']",22,Michael Pollan,2489031,37550,2018-05-24T22:01:26Z
JRE MMA Show #28 with Georges St-Pierre,2018-05-23T23:27:14Z,10942.0,"['Joe Rogan Experience', 'podcast', 'JRE MMA Show #28', 'Joe Rogan', 'GSP', 'Georges St-Pierre', 'UFC', 'mma', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny']",22,Pierre,8583523,100345,2018-05-23T23:27:14Z
Joe Rogan Experience #1120 - Ben Greenfield,2018-05-22T21:47:56Z,7037.0,"['Joe Rogan Experience', 'podccast', 'JRE #1120', '1120', 'Joe Rogan', 'Ben Greenfield', 'fitness', 'diet', 'ketogenic', 'ketone', 'exosomes', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'MMA', 'UFC', 'Ultimate Fighting Championship']",22,Ben Greenfield,669936,5188,2018-05-22T21:47:56Z
JRE MMA Show #27 with Robin Black,2018-05-22T21:35:53Z,9160.0,"['Joe Rogan Experience', 'podcast', 'JRE MMA Show', '#27', 'Robin Black', 'Joe Rogan', 'UFC', 'MMA', 'Bellator', 'ONE', 'ONE FC', 'fighting', 'martial arts', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'breakdown']",22,,514496,5170,2018-05-22T21:35:53Z
K-Hole Moment - JRE Toon,2018-05-22T15:36:13Z,95.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'MMA', 'comedy', 'stand', 'up', 'funny', 'Freak', 'Party', 'Eddie Bravo', 'Pauly Toon', 'JRE Toon', 'Cartoon', 'Joe Rogan']",22,JRE Toon,1028808,13339,2018-05-22T15:36:13Z
Joe Rogan Experience #1119 - Howard Bloom,2018-05-21T22:13:07Z,10433.0,"['Joe Rogan Experience', 'podcast', 'Joe Rogan', 'Howard Bloom', 'JRE #1119', '1119', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'physics', 'Ultimate Fighting Championship']",22,Howard Bloom,1232858,12855,2018-05-21T22:13:07Z
Joe Rogan Experience #1118 - Theo Von,2018-05-18T22:07:05Z,6846.0,"['Joe Rogan Experience', 'podcast', 'JRE #1118', '1118', 'Joe Rogan', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'Theo Von', 'This Past Weekend', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Theo Von,3570777,38974,2018-05-18T22:07:05Z
Joe Rogan Experience #1117 - Tim Kennedy,2018-05-17T23:11:42Z,10372.0,"['Joe Rogan Experience', 'Joe Rogan', 'JRE', 'JRE MMA Show', '#27', 'Tim Kennedy', 'Special Forces', 'UFC', 'mma', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny']",22,Tim Kennedy,4238397,49850,2018-05-17T23:11:42Z
Joe Rogan Experience #1116 - Steven Tyler,2018-05-17T01:56:38Z,7479.0,"['Joe Rogan Experience', 'podcast', 'JRE #1116', '1116', 'JRE', 'Joe Rogan', 'Steven Tyler', 'Aerosmith', 'signer', 'comedy', 'comedian', 'jokes', 'funny', 'stand up', 'rock n roll', 'Joe Perry']",22,Steven Tyler,3103447,42039,2018-05-17T01:56:38Z
JRE MMA Show #26 with Big John McCarthy,2018-05-17T01:46:03Z,8773.0,"['Joe Rogan Experience', 'podcast', 'JRE', 'JRE MMA Show', '#26', 'Big John McCarthy', 'UFC', 'Bellator', 'mma', 'fighting', 'referee', 'comedy', 'comedian', 'jokes', 'funny', 'stand up', 'Joe Rogan']",22,,3804725,30763,2018-05-17T01:46:03Z
Joe Rogan Experience #1115 - Mike Baker,2018-05-09T23:22:17Z,9925.0,"['Joe Rogan Experience', 'podcast', 'JRE #1115', '1115', 'Mike Baker', 'Joe Rogan', 'comedy', 'coemdian', 'jokes', 'stand up', 'funny', 'UFC', 'mma', 'Ultimate Fighting Championship']",22,Mike Baker,1211677,9961,2018-05-09T23:22:17Z
Joe Rogan Experience #1114 - Matt Taibbi,2018-05-09T22:38:03Z,8442.0,"['Joe Rogan Experience', 'podcast', 'JRE #1114', 'JRE', '1114', 'Matt Taibbi', 'Rolling Stone', 'writer', 'journalist', 'Hunter S. Thompson', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Matt Taibbi,1193226,11715,2018-05-09T22:38:03Z
Joe Rogan Experience #1113 - Brian Redban,2018-05-09T00:20:06Z,11216.0,"['Joe Rogan Experience', 'podcast', 'JRE #1113', '1113', 'Joe Rogan', 'Brian Redban', 'Deathsquad', 'Freak Party', 'mma', 'UFC', 'comedy', 'comedian', 'jokes', 'stand up', 'Ultimate Fighting Championship']",22,Brian Redban,1119924,10024,2018-05-09T00:20:06Z
JRE MMA Show #25 with Michael Chandler,2018-05-07T22:30:21Z,7340.0,"['Joe Rogan Experience', 'podcast', 'JRE MMA Show', '#25', 'Joe Rogan', 'UFC', 'Bellator', 'Lightweight Champion', 'Michael Chandler', 'mma', 'Deathsquad', 'Freak Party', 'stand up', 'fighting', 'comedy', 'comedian', 'jokes', 'funny']",22,,747384,6812,2018-05-07T22:30:21Z
Joe Rogan Experience #1112 - Cameron Hanes,2018-05-06T04:43:12Z,10562.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'MMA', 'comedy', 'stand', 'up', 'funny', 'Freak', 'Party', 'Joe Rogan', 'Cameron Hanes', 'JRE #1112', 'Hawaii', 'Axis Deer', 'hunting', 'bow', 'arrow', 'archery']",22,Cameron Hanes,1116601,8903,2018-05-06T04:43:12Z
"Joe Rogan Experience - Fight Companion - April 28, 2018",2018-04-29T05:51:42Z,11670.0,"['Joe Rogan Experience', 'podcast', 'JRE', 'Fight Companion', 'Bellator', 'MMA', 'UFC', 'Ultimate Fighting Championship', 'Joe Rogan', 'Eddie Bravo', 'Brendan Schaub', 'April 28', 'Bellator 198', 'Fedor', 'Frank Mir', 'bjj', 'jiu jitsu', 'Gracie']",22,"April 28, 2018",1711601,15117,2018-04-29T05:51:42Z
A Moment in Mexico - JRE Toon,2018-04-27T20:52:24Z,111.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'MMA', 'comedy', 'stand', 'up', 'funny', 'Freak', 'Party', 'Brendan Schaub', 'Joe Rogan', 'Fight Companion', 'Pauly Toons', 'JRE Toon']",22,JRE Toon,744831,12850,2018-04-27T20:52:24Z
Joe Rogan Experience #1111 - Abby Martin,2018-04-27T00:09:52Z,8195.0,"['Joe Rogan Experience', 'podcast', 'JRE #1111', '1111', 'Joe Rogan', 'Abby Martin', 'The Empire Files', 'mma', 'UFC', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'Deathsquad', 'Freak Party']",22,Abby Martin,1526663,21565,2018-04-27T00:09:52Z
Joe Rogan Experience #1110 - Zach Bitter,2018-04-27T00:00:36Z,5279.0,"['Joe Rogan Experience', 'podcast', 'JRE #1110', '1110', 'Joe Rogan', 'Zach Bitter', 'ultra marathon', 'running', '100 mile run', 'record holder', '7 min mile', 'comedy', 'coemdian', 'jokes', 'stand up', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Zach Bitter,561187,4806,2018-04-27T00:00:36Z
Joe Rogan Experience #1109 - Matthew Walker,2018-04-25T22:45:40Z,6933.0,[],22,Matthew Walker,9708127,153084,2018-04-25T22:45:40Z
Joe Rogan Experience #1108 - Peter Attia,2018-04-24T22:42:53Z,10300.0,"['Joe Rogan Experience', 'podcast', 'JRE #1108', '1108', 'Joe Rogan', 'Peter Attia', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'laugh', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Peter Attia,3086745,33534,2018-04-24T22:42:53Z
JRE MMA Show #24 with Kevin Lee,2018-04-23T21:55:08Z,8366.0,"['Joe Rogan Experience', 'JRE', 'JRE MMA Show', '#24', 'Kevin Lee', 'Joe Rogan', 'UFC', 'MMA', 'Edson Barboza', 'fighter', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'Ultimate Fighting Championship']",22,,1213616,16138,2018-04-23T21:55:08Z
Joe Rogan Experience #1107 - Sam Harris & Maajid Nawaz,2018-04-19T01:48:27Z,7084.0,"['Joe Rogan Experience', 'podcast', 'JRE #1107', '1107', 'JRE', 'Sam Harris', 'Maajid Nawaz', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'Waking Up', 'Joe Rogan', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Sam Harris & Maajid Nawaz,2732654,35839,2018-04-19T01:48:27Z
Joe Rogan Experience #1106 - Colion Noir,2018-04-19T01:24:23Z,7332.0,"['Joe Rogan Experience', 'podcast', 'JRE', 'JRE #1106', '1106', 'Joe Rogan', 'Colion Noir', 'NRA', 'gun rights', '2nd Amendment', 'comedy', 'comedian', 'jokes', 'funny', 'stand up', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Colion Noir,1859189,32521,2018-04-19T01:24:23Z
Joe Rogan Experience #1105 - Michael Hunter,2018-04-17T21:58:09Z,6387.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'MMA', 'comedy', 'stand', 'up', 'funny', 'Freak', 'Party', 'Joe Rogan', 'Michael Hunter', 'vegan', 'restaurant', 'protest', 'UFC', 'mma', 'jokes', 'comedian']",22,Michael Hunter,863193,11429,2018-04-17T21:58:09Z
JRE MMA Show #23 with Alexander Gustafsson,2018-04-16T21:26:58Z,4798.0,"['Joe Rogan Experience', 'podcast', 'JRE MMA Show #23', '#23', 'MMA Show', 'Joe Rogan', 'Alexander Gustafsson', 'The Mauler', 'MMA', 'UFC', 'ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'Conor McGregor', 'Jon Jones', 'Light Heavyweight', 'Daniel Cormier', 'Rumble Johnson', 'Stipe Miocic']",22,,1047077,14295,2018-04-16T21:26:58Z
Joe Rogan Experience #1104 - Boyan Slat,2018-04-16T21:22:33Z,4473.0,"['Joe Rogan Experience', 'podcast', 'JRE #1104', '1104', 'Boyan Slat', 'The Ocean Cleanup', 'pollution', 'plastic', 'Pacfic Garbage Patch', 'comedy', 'coemdian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Boyan Slat,605225,8960,2018-04-16T21:22:33Z
Joe Rogan Experience #1102 - Matt Farah,2018-04-12T01:15:56Z,11694.0,"['Joe Rogan Experience', 'podcast', 'JRE #1102', 'Matt Farah', 'Joe Rogan', 'car', 'cars', 'tires', 'wheels', 'mma', 'UFC', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'Porsche']",22,Matt Farah,1498465,14286,2018-04-12T01:15:56Z
JRE MMA Show #22 with Bas Rutten,2018-04-10T22:11:31Z,7062.0,"['Joe Rogan Experience', 'podcast', 'mma', 'UFC', 'JRE MMA Show', '#22', 'Joe Rogan', 'Bas Rutten', 'Ultimate Fighting Championship', 'Karate Combat', 'fighting', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'laugh']",22,,1565161,16785,2018-04-10T22:11:31Z
Joe Rogan Experience #1101 - Chris & Mark Bell,2018-04-10T02:10:16Z,10274.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'MMA', 'comedy', 'stand', 'up', 'funny', 'Freak', 'Party', 'Joe Rogan', 'Chris Bell', 'Mark Bell', 'JRE #1101', '1101', 'Kratom', 'Bigger Stonger Faster', 'carbs', 'diet', 'health']",22,Chris & Mark Bell,1006063,8385,2018-04-10T02:10:16Z
Booger and the Champ Moment - JRE Toon,2018-04-07T20:10:52Z,140.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'MMA', 'comedy', 'stand', 'up', 'funny', 'Freak', 'Party', 'JRE Toon', 'PaulyToons', 'Joey Diaz', 'Joe Rogan', 'cartoon', 'animation', 'Fight Recap', 'Brendan Schaub', 'Eddie Bravo', 'UFC', 'Ultiamte Fighting Championship']",22,JRE Toon,985441,17170,2018-04-07T20:10:52Z
Joe Rogan Experience #1100 - Liz Phair,2018-04-04T23:02:17Z,7040.0,"['Joe Rogan Experience', 'podcast', 'JRE #1100', '1100', 'JRE', 'Joe Rogan', 'Liz Phair', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'Ultimate Fighting Championship', 'Girly Sound', 'Guyville']",22,Liz Phair,952671,9917,2018-04-04T23:02:17Z
JRE MMA Show #21 with Brendan Schaub,2018-04-04T22:05:32Z,9842.0,"['Joe Rogan Experience', 'podcast', 'JRE', 'MMA', 'JRE MMA Show', '#21', 'Brendan Schaub', 'Joe Rogan', 'Fighter & The Kid', 'Below the Belt', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'UFC', 'Ultimate Fighting Championship']",22,,1348537,11475,2018-04-04T22:05:32Z
Joe Rogan Experience #1099 - Christopher Ryan,2018-04-03T23:42:12Z,11833.0,"['Joe Rogan Experience', 'podcast', 'JRE #1099', '1099', 'Joe Rogan', 'Chris Ryan PhD', 'Christopher Ryan', 'Sex at Dawn', 'Tangentially Speaking', 'Tangentially Reading', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Christopher Ryan,1291225,11035,2018-04-03T23:42:12Z
Joe Rogan Experience #1098 - Eddie Bravo,2018-04-03T00:24:24Z,9506.0,"['Joe Rogan Experience', 'podcast', 'JRE #1098', '1098', 'JRE', 'Joe Rogan', 'Eddie Bravo', 'Deathsquad', 'Freak Party', '10th Planet', 'Jiu Jitsu', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Eddie Bravo,2848748,29777,2018-04-03T00:24:24Z
JRE MMA Show #20 with Yves Edwards,2018-03-29T23:42:01Z,11520.0,"['Joe Rogan Experience', 'podcast', 'JRE', 'JRE MMA Show', 'MMA Show #20', 'Yves Edwards', 'Joe Rogan', 'mma', 'UFC', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny']",22,,636699,6049,2018-03-29T23:42:01Z
Joe Rogan Experience #1097 - Legion of Skanks,2018-03-28T23:40:47Z,10804.0,"['Joe Rogan Experience', 'podcast', 'JRE #1097', '1097', 'Legion of Skanks', 'Big Jay Oakerson', 'Luis J. Gomez', 'Dave Smith', 'Joe Rogan', 'JRE', 'MMA', 'UFC', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny']",22,Legion of Skanks,1216529,12704,2018-03-28T23:40:47Z
Joe Rogan Experience #1096 - Todd Glass,2018-03-27T22:28:47Z,9211.0,"['Joe Rogan Experience', 'podcast', 'JRE #1096', '1096', 'Joe Rogan', 'Todd Glass', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'special', 'Netflix', 'Act Happy', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Todd Glass,783191,6651,2018-03-27T22:28:47Z
Joe Rogan Experience #1095 - TJ English & Joey Diaz,2018-03-26T22:38:27Z,9130.0,"['Joe Rogan Experience', 'podcast', 'JRE #1095', '1095', 'TJ English', 'Joey Diaz', 'Joe Rogan', 'The Corporation', 'CUba', 'Havanna', 'mob', 'the lottery', 'numbers', 'policy game', 'comedy', 'comedian', 'jokes', 'funny', 'stand up', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,TJ English & Joey Diaz,2219733,27636,2018-03-26T22:38:27Z
JRE MMA Show #19 with Vinny Shoreman & Liam Harrison,2018-03-22T22:41:20Z,6621.0,"['Joe Rogan Experience', 'podcast', 'JRE', 'MMA Show #19', 'MMA Show', 'Vinny Shoreman', 'Liam Harrison', 'Joe Rogan', 'Muay Thai', 'fighting', 'thailand', 'MMA', 'UFC', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny']",22,,606578,6118,2018-03-22T22:41:20Z
JRE MMA Show #18 with Pat Miletich,2018-03-21T23:03:32Z,10624.0,"['Joe Rogan Experience', 'podcast', 'JRE MMA Show #18', 'JRE MMA Show', 'JRE', 'Joe Rogan', 'Pat Miletich', 'mma', 'UFC', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up']",22,,1429098,12502,2018-03-21T23:03:32Z
Joe Rogan Experience #1094 - Brian Redban,2018-03-20T22:36:25Z,10097.0,"['Joe Rogan Experience', 'podcast', 'JRE #1094', 'Deathsquad', 'Freak Party', 'Joe Rogan', 'Brian Redban', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'MMA', 'UFC', 'Ultimate Fighting Championship']",22,Brian Redban,1079121,9485,2018-03-20T22:36:25Z
Joe Rogan Experience #1092 - Mary Lynn Rajskub,2018-03-14T23:49:06Z,7209.0,"['Joe Rogan Experience', 'podcast', 'JRE #1092', '1092', 'Mary Lynn Rajskub', 'Joe Rogan', '24', 'tv show', ""It's Always Sunny In Philadelphia"", 'Gail the Snail', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'laugh', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Mary Lynn Rajskub,813876,7128,2018-03-14T23:49:06Z
Joe Rogan Experience #1091 - Daniele Bolelli,2018-03-14T23:42:51Z,8748.0,"['Joe Rogan Experience', 'podcast', 'JRE #1091', '1091', 'Joe Rogan', 'Daniele Bolelli', 'History On Fire', 'Drunken Taoist', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'Ultimate Fighting Championship', 'Deathsquad', 'Freak Party']",22,Daniele Bolelli,896474,9191,2018-03-14T23:42:51Z
Joe Rogan Experience #1090 - Andrew Santino,2018-03-14T00:05:28Z,11289.0,"['Joe Rogan Experience', 'podcast', 'JRE #1090', '1090', 'Andrew Santino', 'Joe Rogan', 'Im Dying Up Here', 'Homefield Advantage', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'UFC', 'mma', 'Ultimate Fighting Championship']",22,Andrew Santino,1412370,11206,2018-03-14T00:05:28Z
JRE MMA Show #17 with Yoel Romero & Joey Diaz,2018-03-12T21:59:36Z,8487.0,"['Joe Rogan Experience', 'podcast', 'JRE MMA Show #17', 'MMA Show', 'Joe Rogan', 'Yoel Romero', 'Joey Diaz', ""Church of What's Happening Now"", 'UFC', 'mma', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'funny', 'stand up', 'fighter', 'wrestling', 'tae kwon do', 'Cuba', 'training']",22,,2364088,47654,2018-03-12T21:59:36Z
Joe Rogan Experience #1089 - John Dudley,2018-03-08T02:30:42Z,13369.0,"['Joe Rogan Experience', 'podast', 'JRE #1089', '1089', 'Joe Rogan', 'John Dudley', 'Nock On TV', 'NockON', 'bow', 'arrow', 'archery', 'targets', 'MMA', 'UFC', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'funny', 'stand up']",22,John Dudley,1092344,7960,2018-03-08T02:30:42Z
Joe Rogan Experience #1088 - Bryan Callen,2018-03-07T03:22:06Z,11310.0,"['Joe Rogan Experience', 'podcast', 'JRE #1088', '1088', 'Joe Rogan', 'Bryan Callen', 'MAD TV', 'TFATK', 'The Fighter & The Kid', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Bryan Callen,2830945,18919,2018-03-07T03:22:06Z
JRE MMA Show #16 with Brendan Schaub,2018-03-07T02:59:28Z,7607.0,"['Joe Rogan Experience', 'MMA Show', '#16', 'Joe Rogan', 'mma', 'UFC', 'Ultimate Fighting Championship', 'UFC 222', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'Brendan Schuab', 'Showtime', 'boxing', 'Below the Belt']",22,,1180469,10373,2018-03-07T02:59:28Z
A Bad Breath Moment - JRE Toon,2018-03-07T02:55:55Z,103.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'MMA', 'comedy', 'stand', 'up', 'funny', 'Freak', 'Party', 'JRE Toons', 'JRE TOn', 'FIght Compnion', 'Joe Rogan', 'Bryan Callen', 'Jimmy Smith', 'Eddie Bravo', 'Pauly Toon']",22,JRE Toon,1146350,18100,2018-03-07T02:55:55Z
Joe Rogan Experience #1087 - Sturgill Simpson,2018-03-05T23:56:47Z,10299.0,"['Joe Rogan Experience', 'Joe Rogan', 'Sturgill Simpson', 'JRE #1087', '1087', 'JRE', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'Grammy', 'Album of the Year', 'nominee', 'country music', 'folk music']",22,Sturgill Simpson,1122108,9864,2018-03-05T23:56:47Z
Joe Rogan Experience #1086 - Rory Albanese,2018-03-01T01:44:55Z,11096.0,"['Joe Rogan Experience', 'podcast', 'JRE #1086', '1086', 'Joe Rogan', 'Rory Albanese', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'UFC', 'Ultimate Fighting Championship', 'Daily Show']",22,Rory Albanese,1084902,8410,2018-03-01T01:44:55Z
Joe Rogan Experience #1085 - Kyle Kulinski,2018-02-28T00:23:45Z,10886.0,"['Joe Rogan Experience', 'podcast', 'JRE #1085', '1085', 'Kyle Kulinski', 'Joe Rogan', 'UFC', 'mma', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'Secular Talk']",22,Kyle Kulinski,2298953,32874,2018-02-28T00:23:45Z
Joe Rogan Experience #1084 - Douglas Murray,2018-02-26T23:48:56Z,6978.0,"['Joe Rogan Experience', 'podcast', 'JRE #1084', '1084', 'Joe Rogan', 'Douglas Murray', 'mma', 'UFC', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'stand up', 'funny']",22,Douglas Murray,3467123,41287,2018-02-26T23:48:56Z
Joe Rogan Experience #1083 - Dom Irrera,2018-02-23T02:51:51Z,5818.0,"['Joe Rogan Experience', 'podcast', 'JRE #1083', '1083', 'Dom Irrera', 'Joe Rogan', 'comedy', 'comedian', 'comedians', 'jokes', 'funny', 'stand up', 'laugh', 'Comedy Store', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Dom Irrera,617529,5900,2018-02-23T02:51:51Z
Joe Rogan Experience #1082 - Greg Fitzsimmons,2018-02-22T00:31:25Z,8912.0,"['Joe Rogan Experience', 'podcast', 'JRE #1082', '1082', 'Greg Fitzsimmons', 'Joe Rogan', 'comedy', 'comedian', 'jokes', 'funny', 'stand up', 'laugh', 'mma', 'UFC', 'Ultimate Fighting Championship', 'Fitz Dog Radio']",22,Greg Fitzsimmons,903594,7983,2018-02-22T00:31:25Z
Joe Rogan Experience #1081 - Bret Weinstein & Heather Heying,2018-02-21T00:14:07Z,10368.0,"['Joe Rogan Experience', 'podcast', 'JRE #1081', 'Joe Rogan', 'JRE', '1081', 'Bret Weinstein', 'Heather Heying', 'Evergreen State College', 'comedy', 'comedian', 'jokes', 'stand up', 'funny', 'laugh', 'biology', 'evolution', 'gender', 'mma', 'UFC', 'Ultimate Fighting Championship']",22,Bret Weinstein & Heather Heying,1981935,32290,2018-02-21T00:14:07Z
